Brand,Address,City,State,Postal Code,Date,Time
Sonic Drive-In,1451 W. Hurst Boulevard ,Hurst,TX, 76053,2019-02-21,19:34:18
Sonic Drive-In,712 Highway 79 West ,Hutto,TX, 78634,2019-02-21,19:34:18
Sonic Drive-In,306 West First Street ,Idalou,TX, 79329,2019-02-21,19:34:18
Sonic Drive-In,2250 State Highway 361 ,Ingleside,TX, 78362,2019-02-21,19:33:32
Sonic Drive-In,719 W. Highway ,Iowa Park,TX, 76367,2019-02-21,19:33:44
Sonic Drive-In,1310 W. Pioneer ,Irving,TX, 75061,2019-02-21,19:34:19
Sonic Drive-In,1425 N. Loop 12 ,Irving,TX, 75061,2019-02-21,19:34:19
Sonic Drive-In,1445 N. Beltline Road ,Irving,TX, 75061,2019-02-21,19:34:19
Sonic Drive-In,1750 Market Place Blvd ,Irving,TX, 75063,2019-02-21,19:33:53
Sonic Drive-In,2327 W. Shady Grove ,Irving,TX, 75060,2019-02-21,19:34:19
Sonic Drive-In,3431 West Walnut Hill ,Irving,TX, 75038,2019-02-21,19:34:19
Sonic Drive-In,900 W. John Carpenter Frwy ,Irving,TX, 75039,2019-02-21,19:34:19
Sonic Drive-In,1020 Dale Evans Drive ,Italy,TX, 76651,2019-02-21,19:34:15
Sonic Drive-In,1204 East Main Street ,Itasca,TX, 76055,2019-02-21,19:34:15
Sonic Drive-In,707 N. Main Street ,Jacksboro,TX, 76458,2019-02-21,19:33:42
Sonic Drive-In,1105 S. Jackson Street ,Jacksonville,TX, 75766,2019-02-21,19:34:20
Sonic Drive-In,850 South Wheeler ,Jasper,TX, 75951,2019-02-21,19:34:20
Sonic Drive-In,203 S. Walcott Street ,Jefferson,TX, 75657,2019-02-21,19:34:20
Sonic Drive-In,315 N. Broadway ,Joshua,TX, 76058,2019-02-21,19:33:30
Sonic Drive-In,2337 North Main Street ,Junction,TX, 76849,2019-02-21,19:34:20
Sonic Drive-In,802 South Highway 156 ,Justin,TX, 76247,2019-02-21,19:33:58
Sonic Drive-In,213 Highway 123 ,Karnes City,TX, 78118,2019-02-21,19:34:21
Sonic Drive-In,1438 West Grand Parkway ,Katy,TX, 77449,2019-02-21,19:34:21
Sonic Drive-In,1530 S. Mason Road ,Katy,TX, 77450,2019-02-21,19:33:49
Sonic Drive-In,1849 Fry Road ,Katy,TX, 77449,2019-02-21,19:34:21
Sonic Drive-In,1955a Mason Road ,Katy,TX, 77449,2019-02-21,19:34:21
Sonic Drive-In,25022 Fm 1093 Road ,Katy,TX, 77494,2019-02-21,19:33:49
Sonic Drive-In,5451 Highway Boulevard ,Katy,TX, 77450,2019-02-21,19:34:07
Sonic Drive-In,6025 North Fry Road ,Katy,TX, 77449,2019-02-21,19:34:21
Sonic Drive-In,9740 Gaston Road ,Katy,TX, 77494,2019-02-21,19:33:49
Sonic Drive-In,2233 South Washington ,Kaufman,TX, 75142,2019-02-21,19:33:54
Sonic Drive-In,301 South Old Betsy ,Keene,TX, 76059,2019-02-21,19:33:30
Sonic Drive-In,2009 S Main Street ,Keller,TX, 76248,2019-02-21,19:34:22
